"Date","Price","Open","High","Low","Vol.","Change %"
"11/21/2017","2,047.15","2,034.56","2,048.92","2,034.56","","0.56%"
"11/20/2017","2,035.73","2,033.42","2,036.64","2,031.36","","0.13%"
"11/17/2017","2,033.18","2,035.13","2,040.06","2,032.28","","-0.13%"
"11/16/2017","2,035.81","2,020.92","2,037.08","2,020.90","","0.73%"
"11/15/2017","2,021.03","2,033.68","2,033.68","2,016.64","","-0.53%"
"11/14/2017","2,031.88","2,035.17","2,036.47","2,026.11","","-0.19%"
"11/13/2017","2,035.71","2,038.67","2,038.72","2,029.13","","-0.22%"
"11/10/2017","2,040.25","2,043.87","2,044.10","2,037.16","","-0.10%"
"11/09/2017","2,042.36","2,050.78","2,054.25","2,035.58","","-0.41%"
"11/08/2017","2,050.70","2,048.05","2,051.41","2,045.48","","0.19%"
"11/07/2017","2,046.78","2,049.31","2,052.08","2,044.52","","0.00%"
"11/06/2017","2,046.80","2,045.70","2,050.19","2,043.78","","0.07%"
"11/03/2017","2,045.47","2,042.32","2,045.82","2,039.22","","0.11%"
"11/02/2017","2,043.24","2,041.07","2,044.60","2,036.44","","0.10%"
"11/01/2017","2,041.17","2,036.79","2,047.05","2,036.73","","0.21%"
"10/31/2017","2,036.80","2,035.37","2,038.40","2,033.84","","0.11%"
"10/30/2017","2,034.59","2,035.77","2,038.04","2,032.58","","0.00%"
"10/27/2017","2,034.60","2,023.26","2,036.28","2,022.93","","0.44%"
"10/26/2017","2,025.69","2,023.75","2,028.30","2,023.36","","0.11%"
"10/25/2017","2,023.48","2,031.59","2,032.51","2,017.36","","-0.39%"
"10/24/2017","2,031.38","2,030.98","2,033.82","2,029.59","","0.07%"
"10/23/2017","2,030.06","2,033.91","2,036.88","2,030.06","","-0.27%"
"10/20/2017","2,035.58","2,032.23","2,035.58","2,028.89","","0.11%"
"10/19/2017","2,033.29","2,031.26","2,033.46","2,024.76","","0.14%"
"10/18/2017","2,030.44","2,028.80","2,033.10","2,027.95","","0.15%"
"10/17/2017","2,027.36","2,028.73","2,030.01","2,025.69","","-0.12%"
"10/16/2017","2,029.89","2,027.01","2,031.59","2,027.00","","0.09%"
"10/13/2017","2,028.01","2,024.55","2,031.11","2,024.07","","0.22%"
"10/12/2017","2,023.64","2,025.47","2,027.73","2,022.15","","-0.04%"
"10/11/2017","2,024.54","2,020.53","2,025.91","2,019.86","","0.15%"
"10/10/2017","2,021.55","2,013.10","2,022.67","2,012.93","","0.42%"
"10/09/2017","2,013.12","2,015.05","2,016.34","2,012.41","","-0.04%"
"10/06/2017","2,014.02","2,015.27","2,016.32","2,009.78","","-0.11%"
"10/05/2017","2,016.15","2,010.52","2,016.15","2,008.22","","0.26%"
"10/04/2017","2,010.95","2,009.37","2,011.91","2,007.40","","0.07%"
"10/03/2017","2,009.63","2,004.81","2,009.67","2,002.64","","0.25%"
"10/02/2017","2,004.67","2,000.19","2,004.67","1,997.50","","0.21%"
"09/29/2017","2,000.55","1,993.07","2,000.59","1,991.31","","0.41%"
"09/28/2017","1,992.36","1,987.50","1,993.91","1,986.60","","0.22%"
"09/27/2017","1,988.00","1,984.51","1,990.08","1,980.61","","0.24%"
"09/26/2017","1,983.25","1,988.82","1,989.18","1,982.57","","-0.29%"
"09/25/2017","1,989.08","1,992.10","1,993.72","1,984.36","","-0.28%"
"09/22/2017","1,994.58","1,991.70","1,994.86","1,990.85","","0.21%"
"09/21/2017","1,990.33","1,992.66","1,994.01","1,988.99","","-0.42%"
"09/20/2017","1,998.69","1,995.86","1,999.38","1,986.12","","0.13%"
"09/19/2017","1,996.09","1,991.38","1,997.59","1,991.30","","0.28%"
"09/18/2017","1,990.58","1,986.60","1,993.63","1,986.54","","0.14%"
"09/15/2017","1,987.72","1,986.53","1,988.01","1,984.22","","0.22%"
"09/14/2017","1,983.42","1,985.93","1,986.08","1,981.08","","-0.17%"
"09/13/2017","1,986.74","1,989.15","1,990.41","1,983.60","","-0.08%"
"09/12/2017","1,988.28","1,981.70","1,988.28","1,981.33","","0.32%"
"09/11/2017","1,981.97","1,965.18","1,981.97","1,965.05","","0.89%"
"09/08/2017","1,964.52","1,965.77","1,969.36","1,964.52","","0.00%"
"09/07/2017","1,964.57","1,958.73","1,966.63","1,958.00","","0.28%"
"09/06/2017","1,959.15","1,954.08","1,960.42","1,951.48","","0.23%"
"09/05/2017","1,954.64","1,962.11","1,963.82","1,948.21","","-0.44%"
"09/04/2017","1,963.32","1,965.76","1,965.94","1,962.07","","-0.13%"
"09/01/2017","1,965.79","1,961.94","1,968.04","1,960.30","","0.31%"
"08/31/2017","1,959.74","1,947.00","1,962.39","1,946.51","","0.63%"
"08/30/2017","1,947.53","1,942.08","1,948.04","1,941.00","","0.13%"
"08/29/2017","1,945.05","1,945.79","1,947.96","1,935.24","","-0.06%"
"08/28/2017","1,946.28","1,947.25","1,949.13","1,944.17","","0.09%"
"08/25/2017","1,944.56","1,939.46","1,951.21","1,938.57","","0.25%"
"08/24/2017","1,939.65","1,942.37","1,946.22","1,938.68","","-0.13%"
"08/23/2017","1,942.15","1,945.86","1,945.87","1,939.49","","-0.16%"
"08/22/2017","1,945.18","1,931.45","1,945.36","1,930.64","","0.67%"
"08/21/2017","1,932.22","1,930.13","1,932.45","1,925.16","","0.09%"
"08/18/2017","1,930.40","1,934.01","1,936.15","1,926.98","","-0.31%"
"08/17/2017","1,936.32","1,958.46","1,959.56","1,936.21","","-0.91%"
"08/16/2017","1,954.04","1,949.92","1,958.72","1,949.10","","0.25%"
