"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2019","2,096.35","2,084.72","2,100.52","2,084.68","","0.50%"
"02/28/2019","2,085.84","2,091.31","2,091.93","2,084.00","","-0.30%"
"02/27/2019","2,092.12","2,093.33","2,094.22","2,082.44","","0.02%"
"02/26/2019","2,091.70","2,092.11","2,097.84","2,088.20","","-0.01%"
"02/25/2019","2,091.83","2,087.36","2,100.65","2,087.35","","0.23%"
"02/22/2019","2,086.97","2,076.48","2,088.84","2,075.50","","0.46%"
"02/21/2019","2,077.44","2,083.34","2,084.81","2,071.56","","-0.30%"
"02/20/2019","2,083.64","2,076.70","2,086.11","2,076.64","","0.37%"
"02/19/2019","2,075.91","2,072.57","2,080.34","2,067.68","","0.16%"
"02/18/2019","2,072.62","2,068.27","2,073.94","2,068.27","","0.29%"
"02/15/2019","2,066.58","2,048.84","2,068.56","2,045.65","","0.93%"
"02/14/2019","2,047.56","2,051.03","2,054.74","2,041.83","","-0.25%"
"02/13/2019","2,052.76","2,046.25","2,058.11","2,046.14","","0.37%"
"02/12/2019","2,045.12","2,021.54","2,047.84","2,021.27","","1.16%"
"02/11/2019","2,021.60","2,020.25","2,026.47","2,018.87","","0.05%"
"02/08/2019","2,020.53","2,025.89","2,025.89","2,008.01","","-0.32%"
"02/07/2019","2,026.94","2,045.91","2,046.36","2,017.40","","-0.99%"
"02/06/2019","2,047.11","2,051.34","2,052.52","2,043.71","","-0.21%"
"02/05/2019","2,051.36","2,037.97","2,051.99","2,037.90","","0.67%"
"02/04/2019","2,037.76","2,028.93","2,037.87","2,023.54","","0.40%"
"02/01/2019","2,029.55","2,027.35","2,033.32","2,024.40","","0.05%"
"01/31/2019","2,028.49","2,014.45","2,029.69","2,014.43","","0.87%"
"01/30/2019","2,010.95","1,989.54","2,019.47","1,988.86","","1.07%"
"01/29/2019","1,989.60","1,988.81","1,996.21","1,985.56","","0.02%"
"01/28/2019","1,989.18","2,003.00","2,003.52","1,979.90","","-0.63%"
"01/25/2019","2,001.86","1,982.00","2,005.27","1,981.87","","0.94%"
"01/24/2019","1,983.23","1,980.67","1,985.24","1,974.32","","0.16%"
"01/23/2019","1,980.15","1,978.89","1,988.33","1,968.78","","0.07%"
"01/22/2019","1,978.83","2,000.83","2,001.19","1,971.65","","-1.10%"
"01/21/2019","2,000.77","2,000.18","2,002.47","1,999.23","","0.00%"
"01/18/2019","2,000.76","1,976.57","2,002.26","1,976.57","","1.27%"
"01/17/2019","1,975.61","1,966.27","1,981.06","1,960.09","","0.46%"
"01/16/2019","1,966.50","1,963.08","1,970.98","1,961.06","","0.15%"
"01/15/2019","1,963.61","1,947.86","1,963.99","1,947.04","","0.79%"
"01/14/2019","1,948.16","1,956.95","1,957.57","1,941.31","","-0.46%"
"01/11/2019","1,957.17","1,956.28","1,961.39","1,946.20","","-0.03%"
"01/10/2019","1,957.69","1,952.68","1,957.69","1,938.59","","0.34%"
"01/09/2019","1,950.99","1,935.62","1,957.13","1,935.60","","0.79%"
"01/08/2019","1,935.79","1,920.23","1,940.13","1,919.54","","0.84%"
"01/07/2019","1,919.75","1,904.10","1,927.69","1,904.03","","0.82%"
"01/04/2019","1,904.18","1,853.69","1,906.42","1,847.89","","2.75%"
"01/03/2019","1,853.18","1,883.14","1,884.98","1,852.71","","-1.49%"
"01/02/2019","1,881.15","1,885.13","1,885.70","1,857.89","","-0.15%"
"01/01/2019","1,883.93","1,885.41","1,886.77","1,883.93","","0.00%"
"12/31/2018","1,883.90","1,871.36","1,885.06","1,870.83","","0.70%"
"12/28/2018","1,870.80","1,862.93","1,887.38","1,861.77","","0.45%"
"12/27/2018","1,862.38","1,848.17","1,863.25","1,820.86","","0.63%"
"12/26/2018","1,850.70","1,795.99","1,850.70","1,794.00","","3.09%"
"12/25/2018","1,795.28","1,802.60","1,802.60","1,794.04","","-0.43%"
"12/24/2018","1,802.95","1,833.04","1,834.32","1,802.54","","-1.74%"
"12/21/2018","1,834.97","1,864.58","1,876.68","1,828.73","","-1.50%"
"12/20/2018","1,862.82","1,890.53","1,890.93","1,853.75","","-1.58%"
"12/19/2018","1,892.71","1,908.58","1,929.96","1,887.47","","-0.81%"
"12/18/2018","1,908.16","1,914.53","1,924.91","1,900.56","","-0.32%"
"12/17/2018","1,914.33","1,942.95","1,944.34","1,907.99","","-1.45%"
"12/14/2018","1,942.55","1,975.03","1,975.18","1,940.06","","-1.61%"
"12/13/2018","1,974.41","1,975.50","1,986.24","1,969.18","","-0.07%"
"12/12/2018","1,975.88","1,954.22","1,992.22","1,954.22","","1.09%"
"12/11/2018","1,954.65","1,952.34","1,977.39","1,947.84","","0.09%"
"12/10/2018","1,952.83","1,964.67","1,964.84","1,927.59","","-0.63%"
"12/07/2018","1,965.24","1,990.42","2,006.31","1,961.17","","-1.29%"
"12/06/2018","1,990.85","2,008.90","2,008.99","1,954.86","","-0.89%"
"12/05/2018","2,008.63","2,016.34","2,016.36","2,008.08","","-0.41%"
"12/04/2018","2,016.89","2,066.62","2,066.69","2,015.25","","-2.41%"
"12/03/2018","2,066.62","2,042.05","2,072.60","2,041.84","","1.24%"
"11/30/2018","2,041.36","2,034.66","2,041.45","2,028.64","","0.32%"
"11/29/2018","2,034.89","2,034.71","2,042.46","2,027.02","","0.25%"
"11/28/2018","2,029.78","2,000.10","2,034.71","1,999.54","","1.49%"
"11/27/2018","2,000.07","1,998.94","2,001.38","1,987.94","","0.04%"
"11/26/2018","1,999.20","1,974.81","1,999.68","1,973.87","","1.22%"
"11/23/2018","1,975.09","1,984.22","1,985.99","1,973.04","","-0.45%"
"11/22/2018","1,984.03","1,984.93","1,987.47","1,982.93","","-0.04%"
"11/21/2018","1,984.73","1,974.43","1,995.11","1,971.48","","0.40%"
"11/20/2018","1,976.91","2,009.66","2,009.81","1,968.98","","-1.63%"
"11/19/2018","2,009.61","2,032.49","2,036.84","2,005.33","","-1.09%"
"11/16/2018","2,031.76","2,026.08","2,036.54","2,018.97","","0.27%"
"11/15/2018","2,026.30","2,015.79","2,029.69","1,995.95","","0.55%"
"11/14/2018","2,015.14","2,027.68","2,040.09","2,007.80","","-0.56%"
"11/13/2018","2,026.52","2,027.12","2,042.78","2,021.47","","-0.10%"
"11/12/2018","2,028.62","2,060.60","2,061.92","2,026.18","","-1.67%"
"11/09/2018","2,063.16","2,079.41","2,079.83","2,053.87","","-0.93%"
"11/08/2018","2,082.47","2,082.95","2,089.51","2,073.95","","-0.09%"
"11/07/2018","2,084.45","2,050.84","2,084.45","2,050.58","","1.65%"
"11/06/2018","2,050.65","2,041.24","2,051.14","2,041.18","","0.49%"
"11/05/2018","2,040.68","2,037.26","2,043.99","2,031.46","","0.20%"
"11/02/2018","2,036.70","2,041.84","2,058.14","2,026.23","","-0.21%"
"11/01/2018","2,040.93","2,021.42","2,042.94","2,020.43","","0.94%"
"10/31/2018","2,021.98","1,996.08","2,032.75","1,995.99","","1.24%"
"10/30/2018","1,997.19","1,975.19","1,997.47","1,971.72","","1.09%"
"10/29/2018","1,975.70","1,982.43","2,010.53","1,958.30","","-0.31%"
"10/26/2018","1,981.89","2,006.80","2,008.36","1,962.41","","-1.22%"
"10/25/2018","2,006.27","1,988.62","2,014.15","1,978.04","","0.89%"
"10/24/2018","1,988.62","2,034.10","2,036.19","1,987.44","","-2.23%"
"10/23/2018","2,033.89","2,053.34","2,053.38","2,009.18","","-0.95%"
"10/22/2018","2,053.44","2,062.78","2,067.34","2,050.41","","-0.43%"
"10/19/2018","2,062.33","2,062.97","2,078.27","2,058.91","","-0.10%"
"10/18/2018","2,064.47","2,087.33","2,089.71","2,057.43","","-1.20%"
"10/17/2018","2,089.50","2,090.78","2,096.52","2,075.38","","-0.08%"
"10/16/2018","2,091.21","2,055.19","2,092.09","2,054.22","","1.76%"
"10/15/2018","2,055.11","2,062.57","2,066.64","2,052.20","","-0.40%"
"10/12/2018","2,063.43","2,046.39","2,070.01","2,044.57","","0.90%"
"10/11/2018","2,044.95","2,089.03","2,089.03","2,040.05","","-2.11%"
"10/10/2018","2,089.10","2,140.46","2,141.99","2,088.19","","-2.31%"
"10/09/2018","2,138.46","2,144.44","2,146.52","2,132.27","","-0.24%"
"10/08/2018","2,143.56","2,151.98","2,152.00","2,133.61","","-0.37%"
"10/05/2018","2,151.42","2,164.55","2,164.92","2,143.72","","-0.65%"
"10/04/2018","2,165.43","2,180.37","2,181.94","2,155.84","","-0.83%"
"10/03/2018","2,183.63","2,183.39","2,190.82","2,179.98","","0.00%"
"10/02/2018","2,183.62","2,188.02","2,190.18","2,180.12","","-0.21%"
"10/01/2018","2,188.18","2,183.59","2,195.88","2,181.53","","0.19%"
"09/28/2018","2,184.01","2,188.71","2,190.52","2,180.01","","-0.21%"
"09/27/2018","2,188.71","2,189.07","2,194.90","2,182.29","","-0.03%"
"09/26/2018","2,189.31","2,192.49","2,202.43","2,188.79","","-0.22%"
"09/25/2018","2,194.20","2,191.11","2,198.54","2,190.75","","0.05%"
"09/24/2018","2,193.01","2,199.37","2,199.44","2,189.23","","-0.32%"
"09/21/2018","2,200.01","2,197.65","2,203.96","2,197.61","","0.20%"
"09/20/2018","2,195.68","2,178.73","2,198.62","2,177.78","","0.82%"
"09/19/2018","2,177.74","2,174.23","2,180.73","2,173.86","","0.25%"
"09/18/2018","2,172.27","2,159.65","2,174.53","2,159.65","","0.54%"
"09/17/2018","2,160.53","2,165.35","2,168.57","2,159.47","","-0.28%"
"09/14/2018","2,166.59","2,164.15","2,169.23","2,161.22","","0.18%"
"09/13/2018","2,162.68","2,153.92","2,166.96","2,153.88","","0.46%"
"09/12/2018","2,152.70","2,148.72","2,155.48","2,145.71","","0.23%"
"09/11/2018","2,147.67","2,142.48","2,149.63","2,134.85","","0.23%"
"09/10/2018","2,142.64","2,136.32","2,148.23","2,135.09","","0.24%"
"09/07/2018","2,137.60","2,143.61","2,144.40","2,131.62","","-0.30%"
"09/06/2018","2,144.03","2,152.16","2,154.38","2,138.84","","-0.41%"
"09/05/2018","2,152.77","2,163.36","2,163.40","2,146.80","","-0.47%"
"09/04/2018","2,162.83","2,172.64","2,172.64","2,156.35","","-0.49%"
"09/03/2018","2,173.42","2,172.37","2,173.42","2,171.10","","-0.10%"
"08/31/2018","2,175.50","2,181.12","2,182.50","2,168.81","","-0.28%"
"08/30/2018","2,181.56","2,193.03","2,193.24","2,179.17","","-0.42%"
"08/29/2018","2,190.75","2,182.05","2,193.12","2,180.48","","0.38%"
"08/28/2018","2,182.50","2,181.41","2,187.62","2,179.92","","0.12%"
"08/27/2018","2,179.95","2,162.93","2,181.55","2,162.63","","0.85%"
"08/24/2018","2,161.61","2,148.12","2,162.75","2,147.23","","0.58%"
"08/23/2018","2,149.22","2,155.79","2,155.87","2,146.09","","-0.31%"
"08/22/2018","2,155.99","2,154.76","2,159.29","2,153.44","","0.20%"
"08/21/2018","2,151.79","2,147.95","2,159.27","2,147.22","","0.31%"
"08/20/2018","2,145.24","2,138.64","2,148.23","2,137.91","","0.33%"
"08/17/2018","2,138.11","2,130.71","2,141.71","2,127.61","","0.33%"
"08/16/2018","2,131.05","2,115.34","2,135.07","2,113.41","","0.73%"
"08/15/2018","2,115.70","2,135.97","2,136.00","2,106.78","","-1.01%"
"08/14/2018","2,137.36","2,128.04","2,138.79","2,127.73","","0.46%"
"08/13/2018","2,127.47","2,136.96","2,138.94","2,125.22","","-0.58%"
"08/10/2018","2,139.84","2,161.26","2,161.29","2,135.04","","-1.10%"
"08/09/2018","2,163.69","2,166.28","2,168.32","2,160.84","","-0.11%"
"08/08/2018","2,166.15","2,166.90","2,169.18","2,162.31","","-0.03%"
"08/07/2018","2,166.85","2,157.35","2,170.90","2,157.31","","0.44%"
"08/06/2018","2,157.34","2,154.24","2,158.67","2,148.63","","0.09%"
"08/03/2018","2,155.39","2,146.48","2,155.39","2,144.75","","0.36%"
"08/02/2018","2,147.58","2,149.43","2,149.72","2,132.76","","-0.08%"
"08/01/2018","2,149.36","2,153.56","2,156.77","2,146.49","","-0.17%"
"07/31/2018","2,153.10","2,147.65","2,157.02","2,145.62","","0.23%"
"07/30/2018","2,148.25","2,155.53","2,157.26","2,146.17","","-0.36%"
"07/27/2018","2,156.11","2,161.55","2,168.04","2,151.22","","-0.27%"
"07/26/2018","2,161.93","2,166.46","2,168.69","2,160.19","","0.01%"
"07/25/2018","2,161.76","2,150.86","2,165.43","2,147.79","","0.50%"
"07/24/2018","2,151.08","2,139.80","2,157.96","2,138.60","","0.54%"
"07/23/2018","2,139.44","2,140.94","2,142.36","2,133.56","","0.01%"
"07/20/2018","2,139.17","2,136.97","2,143.57","2,134.16","","0.20%"
"07/19/2018","2,134.84","2,143.53","2,145.04","2,131.59","","-0.35%"
"07/18/2018","2,142.24","2,137.87","2,143.57","2,135.40","","0.19%"
"07/17/2018","2,138.15","2,133.36","2,139.12","2,127.30","","0.25%"
"07/16/2018","2,132.79","2,135.29","2,137.01","2,130.36","","-0.08%"
"07/13/2018","2,134.60","2,130.42","2,136.33","2,128.16","","0.18%"
"07/12/2018","2,130.86","2,114.15","2,130.86","2,113.94","","0.64%"
"07/11/2018","2,117.30","2,134.88","2,135.12","2,111.78","","-0.87%"
"07/10/2018","2,135.87","2,131.61","2,137.33","2,129.27","","0.22%"
"07/09/2018","2,131.14","2,114.35","2,131.14","2,114.32","","0.82%"
"07/06/2018","2,113.74","2,096.72","2,115.30","2,096.03","","0.84%"
"07/05/2018","2,096.19","2,082.62","2,096.19","2,080.48","","0.67%"
"07/04/2018","2,082.17","2,082.54","2,084.13","2,080.73","","0.01%"
"07/03/2018","2,082.05","2,083.68","2,094.59","2,081.00","","0.00%"
"07/02/2018","2,082.08","2,089.19","2,089.42","2,069.16","","-0.35%"
"06/29/2018","2,089.30","2,079.25","2,102.08","2,077.84","","0.47%"
"06/28/2018","2,079.62","2,074.50","2,082.15","2,066.44","","0.16%"
"06/27/2018","2,076.30","2,087.40","2,100.83","2,074.40","","-0.58%"
"06/26/2018","2,088.41","2,085.37","2,091.91","2,083.67","","0.14%"
"06/25/2018","2,085.59","2,116.18","2,116.30","2,078.43","","-1.39%"
"06/22/2018","2,114.90","2,104.14","2,120.00","2,103.96","","0.43%"
"06/21/2018","2,105.93","2,116.80","2,118.12","2,103.80","","-0.56%"
"06/20/2018","2,117.76","2,112.12","2,121.88","2,110.46","","0.30%"
"06/19/2018","2,111.44","2,125.98","2,127.10","2,100.83","","-0.68%"
"06/18/2018","2,125.79","2,132.35","2,132.35","2,115.68","","-0.39%"
"06/15/2018","2,134.15","2,138.14","2,139.80","2,126.13","","-0.37%"
"06/14/2018","2,142.02","2,140.31","2,144.32","2,136.31","","0.09%"
"06/13/2018","2,140.20","2,144.00","2,149.03","2,137.73","","-0.24%"
"06/12/2018","2,145.36","2,143.67","2,147.69","2,140.18","","0.05%"
"06/11/2018","2,144.20","2,138.03","2,147.20","2,137.67","","0.30%"
"06/08/2018","2,137.74","2,136.48","2,137.98","2,128.67","","0.01%"
"06/07/2018","2,137.57","2,137.20","2,143.06","2,132.60","","0.04%"
"06/06/2018","2,136.74","2,122.29","2,136.74","2,121.90","","0.82%"
"06/05/2018","2,119.36","2,121.83","2,123.30","2,115.91","","-0.12%"
"06/04/2018","2,121.86","2,111.09","2,124.86","2,111.09","","0.60%"
"06/01/2018","2,109.19","2,092.35","2,110.63","2,090.89","","0.78%"
"05/31/2018","2,092.92","2,103.22","2,108.22","2,090.15","","-0.36%"
"05/30/2018","2,100.42","2,081.39","2,103.84","2,077.97","","0.82%"
"05/29/2018","2,083.27","2,107.10","2,108.02","2,077.35","","-1.13%"
"05/28/2018","2,107.14","2,110.78","2,114.11","2,106.66","","-0.17%"
"05/25/2018","2,110.80","2,116.65","2,119.32","2,107.83","","-0.33%"
"05/24/2018","2,117.73","2,123.11","2,124.79","2,106.95","","-0.24%"
"05/23/2018","2,122.90","2,128.95","2,129.17","2,110.59","","-0.28%"
"05/22/2018","2,128.78","2,132.80","2,138.86","2,127.85","","-0.09%"
"05/21/2018","2,130.72","2,120.28","2,133.99","2,117.99","","0.47%"
"05/18/2018","2,120.80","2,125.71","2,127.32","2,117.73","","-0.22%"
"05/17/2018","2,125.56","2,125.25","2,131.05","2,120.77","","0.12%"
"05/16/2018","2,122.97","2,118.81","2,126.56","2,116.20","","0.14%"
"05/15/2018","2,119.98","2,134.24","2,134.76","2,113.58","","-0.75%"
"05/14/2018","2,136.09","2,131.91","2,141.59","2,131.69","","0.19%"
"05/11/2018","2,131.96","2,125.97","2,134.82","2,125.97","","0.40%"
"05/10/2018","2,123.53","2,109.70","2,127.56","2,109.32","","0.65%"
"05/09/2018","2,109.84","2,095.94","2,111.58","2,092.40","","0.70%"
"05/08/2018","2,095.07","2,097.76","2,099.19","2,088.11","","-0.09%"
"05/07/2018","2,096.86","2,090.56","2,102.46","2,088.91","","0.36%"
"05/04/2018","2,089.44","2,073.11","2,094.17","2,063.65","","0.87%"
"05/03/2018","2,071.37","2,076.35","2,078.87","2,054.08","","-0.26%"
"05/02/2018","2,076.69","2,084.17","2,091.26","2,074.10","","-0.34%"
"05/01/2018","2,083.77","2,086.09","2,086.30","2,071.41","","-0.13%"
"04/30/2018","2,086.51","2,096.37","2,102.41","2,086.15","","-0.46%"
"04/27/2018","2,096.05","2,093.06","2,098.94","2,089.45","","0.17%"
"04/26/2018","2,092.44","2,077.44","2,096.32","2,076.28","","0.76%"
"04/25/2018","2,076.74","2,082.08","2,082.11","2,063.33","","-0.23%"
"04/24/2018","2,081.52","2,097.32","2,105.10","2,075.56","","-0.75%"
"04/23/2018","2,097.22","2,098.88","2,102.92","2,090.81","","-0.12%"
"04/20/2018","2,099.73","2,112.91","2,113.56","2,095.35","","-0.77%"
"04/19/2018","2,115.93","2,123.92","2,125.25","2,108.79","","-0.37%"
"04/18/2018","2,123.77","2,117.59","2,128.01","2,117.50","","0.35%"
"04/17/2018","2,116.43","2,100.48","2,120.56","2,099.98","","0.79%"
"04/16/2018","2,099.82","2,089.31","2,104.36","2,089.16","","0.52%"
"04/13/2018","2,088.98","2,092.43","2,101.73","2,084.39","","-0.09%"
"04/12/2018","2,090.89","2,081.67","2,096.35","2,078.28","","0.40%"
"04/11/2018","2,082.57","2,091.05","2,091.25","2,080.23","","-0.36%"
"04/10/2018","2,090.11","2,061.71","2,094.49","2,061.53","","1.40%"
"04/09/2018","2,061.19","2,053.12","2,080.96","2,052.83","","0.41%"
"04/06/2018","2,052.78","2,081.86","2,082.76","2,045.41","","-1.34%"
"04/05/2018","2,080.69","2,062.64","2,085.19","2,061.98","","0.94%"
"04/04/2018","2,061.31","2,049.92","2,063.18","2,027.01","","0.61%"
"04/03/2018","2,048.80","2,036.66","2,050.91","2,029.39","","0.50%"
"04/02/2018","2,038.54","2,067.54","2,069.07","2,026.15","","-1.37%"
"03/30/2018","2,066.85","2,067.02","2,068.39","2,066.47","","0.06%"
"03/29/2018","2,065.53","2,044.93","2,073.79","2,044.73","","0.87%"
"03/28/2018","2,047.75","2,056.57","2,059.80","2,038.98","","-0.38%"
"03/27/2018","2,055.55","2,069.38","2,085.75","2,048.72","","-0.66%"
"03/26/2018","2,069.13","2,036.63","2,070.44","2,034.08","","1.60%"
"03/23/2018","2,036.55","2,074.28","2,074.28","2,035.83","","-1.76%"
"03/22/2018","2,072.94","2,113.53","2,116.48","2,072.46","","-1.72%"
"03/21/2018","2,109.18","2,109.99","2,123.85","2,108.97","","-0.08%"
"03/20/2018","2,110.91","2,110.07","2,114.05","2,107.28","","0.02%"
"03/19/2018","2,110.40","2,134.66","2,134.92","2,102.33","","-1.11%"
"03/16/2018","2,134.05","2,132.31","2,139.56","2,131.32","","0.03%"
"03/15/2018","2,133.35","2,134.68","2,142.39","2,130.26","","-0.05%"
"03/14/2018","2,134.51","2,144.20","2,150.69","2,132.83","","-0.47%"
"03/13/2018","2,144.60","2,154.92","2,164.33","2,141.04","","-0.45%"
"03/12/2018","2,154.26","2,149.35","2,160.90","2,149.35","","0.23%"
"03/09/2018","2,149.32","2,124.64","2,149.33","2,123.60","","1.13%"
"03/08/2018","2,125.28","2,116.25","2,125.65","2,116.25","","0.44%"
"03/07/2018","2,115.98","2,119.02","2,119.39","2,104.26","","-0.08%"
"03/06/2018","2,117.77","2,106.22","2,120.67","2,106.19","","0.53%"
"03/05/2018","2,106.58","2,091.09","2,109.19","2,080.99","","0.80%"
"03/02/2018","2,089.84","2,094.98","2,094.99","2,069.22","","-0.01%"
"03/01/2018","2,089.98","2,117.37","2,117.45","2,082.99","","-1.32%"
"02/28/2018","2,117.99","2,140.98","2,144.23","2,117.62","","-1.05%"
"02/27/2018","2,140.57","2,160.73","2,165.52","2,140.52","","-0.88%"
"02/26/2018","2,159.67","2,140.18","2,161.35","2,140.02","","0.88%"
"02/23/2018","2,140.91","2,118.19","2,140.91","2,116.90","","1.12%"
"02/22/2018","2,117.17","2,115.80","2,131.08","2,109.05","","-0.06%"
"02/21/2018","2,118.36","2,124.95","2,141.48","2,116.35","","-0.37%"
"02/20/2018","2,126.22","2,136.13","2,136.59","2,121.09","","-0.46%"
"02/19/2018","2,135.94","2,136.28","2,141.29","2,135.13","","-0.09%"
"02/16/2018","2,137.91","2,132.77","2,148.02","2,131.85","","0.33%"
"02/15/2018","2,130.94","2,108.20","2,132.97","2,108.16","","1.19%"
"02/14/2018","2,105.86","2,079.96","2,109.26","2,072.44","","1.21%"
"02/13/2018","2,080.68","2,076.88","2,083.06","2,069.21","","0.23%"
"02/12/2018","2,075.91","2,051.07","2,084.68","2,050.57","","1.22%"
"02/09/2018","2,050.90","2,044.73","2,059.61","2,009.60","","0.29%"
"02/08/2018","2,045.01","2,099.30","2,102.86","2,044.52","","-2.67%"
"02/07/2018","2,101.07","2,100.31","2,124.05","2,099.17","","0.11%"
"02/06/2018","2,098.85","2,103.04","2,103.04","2,054.55","","-0.23%"
"02/05/2018","2,103.64","2,170.44","2,171.20","2,100.65","","-3.13%"
"02/02/2018","2,171.54","2,213.89","2,214.49","2,171.44","","-1.85%"
"02/01/2018","2,212.53","2,211.12","2,218.80","2,207.90","","-0.03%"
"01/31/2018","2,213.24","2,214.13","2,221.63","2,205.36","","-0.04%"
"01/30/2018","2,214.11","2,234.85","2,234.99","2,212.34","","-0.90%"
"01/29/2018","2,234.22","2,248.30","2,249.69","2,234.15","","-0.65%"
"01/26/2018","2,248.93","2,225.45","2,248.93","2,225.45","","0.65%"
"01/25/2018","2,234.38","2,232.97","2,239.54","2,222.52","","0.09%"
"01/24/2018","2,232.30","2,230.22","2,242.49","2,227.09","","0.10%"
"01/23/2018","2,230.05","2,221.06","2,231.25","2,220.93","","0.41%"
"01/22/2018","2,221.01","2,208.60","2,221.06","2,206.16","","0.62%"
"01/19/2018","2,207.40","2,197.27","2,207.40","2,196.89","","0.49%"
"01/18/2018","2,196.73","2,196.41","2,200.70","2,194.55","","-0.15%"
"01/17/2018","2,199.93","2,189.43","2,202.68","2,185.55","","0.53%"
"01/16/2018","2,188.39","2,193.53","2,203.01","2,186.75","","-0.25%"
"01/15/2018","2,193.95","2,188.85","2,194.71","2,188.12","","0.40%"
"01/12/2018","2,185.31","2,172.16","2,188.59","2,170.65","","0.62%"
"01/11/2018","2,171.78","2,160.64","2,172.06","2,157.89","","0.44%"
"01/10/2018","2,162.29","2,161.77","2,165.61","2,155.73","","0.02%"
"01/09/2018","2,161.78","2,157.32","2,165.56","2,157.32","","0.18%"
"01/08/2018","2,157.96","2,156.99","2,157.96","2,152.77","","0.06%"
"01/05/2018","2,156.60","2,143.00","2,157.05","2,142.98","","0.65%"
"01/04/2018","2,142.75","2,125.15","2,145.77","2,124.90","","0.80%"
"01/03/2018","2,125.65","2,116.26","2,126.20","2,115.39","","0.45%"
"01/02/2018","2,116.04","2,103.31","2,116.64","2,102.70","","0.60%"
